,Name,ICAO,Callsign,Country,Active
465,Air Tanzania,ATC,TANZANIA,Tanzania,Y
466,Aerotours Dominicana,ATD,AEROTOURS,Dominican Republic,N
467,Atlantis Transportation Services,ATE, Ltd.,ATLANTIS CANADA,N
468,Aerotrans Airline,ATG,BACHYT,Kazakhstan,N
469,Air Charter World,XAC,,United States,N
470,Air Burkina,VBW,BURKINA,Burkina Faso,Y
471,Air Travel Corp.,ATH,AIR TRAVEL,United States,N
472,Aero-Tropics Air Services,ATI,,Australia,N
473,Air Traffic GmbH,ATJ,SNOOPY,Germany,N
474,AeroTACA,ATK,AEROTACA,Colombia,N
475,Aerocentral,ATL,CENTRALMEX,Mexico,N
476,Airlines Of Tasmania,ATM,AIRTAS,Australia,Y
477,Air Saint Pierre,SPM,,France,Y
478,Air Transport International,ATN,AIR TRANSPORT,United States,N
479,ASTRAL Colombia - Aerotransportes Especiales Ltda.,ATP,ASTRAL,Colombia,N
480,Air Transport Schiphol,ATQ,MULTI,Netherlands,N
481,Aeroferinco,FEO,FERINCO,Mexico,N
482,Aero Taxis Y Servicios Alfe,FES,AERO ALFE,Mexico,N
483,Avialesookhrana,FFA,AVIALESOOKHRANA,Russia,N
484,Africair Service,FFB,FOXTROT FOXTROT,Senegal,N
485,Atlas Airlines,ATR,ATLAS-AIR,United States,N
486,Air Transport Service,ATS,,Democratic Republic of the Congo,N
487,Aer Turas,ATT,AERTURAS,Ireland,N
488,Atlant Aerobatics Ltd.,ATU,ATLANT HUNGARY,Hungary,N
489,Avanti Air,ATV,AVANTI AIR,Germany,N
490,Aero Trades (Western) Ltd.,ATW,AERO TRADES,Canada,N
491,Austrian Airlines,AUA,AUSTRIAN,Austria,Y
492,Air Southwest,WOW,SWALLOW,United Kingdom,Y
493,Augsburg Airways,AUB,AUGSBURG-AIR,Germany,Y
494,Air Corporate,CPV,AIRCORPORATE,Italy,N
495,Aviastar-Tu,TUP,TUPOLEVAIR,Russia,N
496,AirBridge Cargo,ABW,AIRBRIDGE CARGO,Russia,N
497,ATUR,TUR,,Ecuador,Y
498,ATESA Aerotaxis Ecuatorianos,TXU,ATESA,Ecuador,N
499,Austin Express,TXX,COWBOY,United States,N
500,Audi Air,AUD, Inc.,AUDI AIR,N
501,Augusta Air Luftfahrtunternehmen,AUF,AUGUSTA,Germany,N
502,Abu Dhabi Amiri Flight,AUH,SULTAN,United Arab Emirates,Y
503,Aeroflot-Nord,AUL,DVINA,Russia,Y
504,Air Atlantic Uruguay,AUM,ATLAMUR,Uruguay,N
505,Aviones Unidos,AUN,AVIONES UNIDOS,Mexico,N
506,Avia Business Group,AUP,,Russia,N
507,Aero Servicios Expecializados,SVE,AEROESPECIAL,Mexico,N
508,Aurigny Air Services,AUR,AYLINE,United Kingdom,Y
509,Aus-Air,AUS,,Australia,N
510,Austral Lineas Aereas,AUT,AUSTRAL,Argentina,Y
511,Aurora Aviation,AUU, Inc.,AURORA AIR,N
512,Air Uganda International Ltd.,AUX,,Uganda,N
513,Aerolineas Uruguayas,AUY, S.A.,AUSA,N
514,Australian Airlines,AUZ,AUSTRALIAN,Australia,N
515,Avianca - Aerovias Nacionales de Colombia,AVA, S.A.,AVIANCA,Y
516,Aviation Beaufort,AVB,BEAUPAIR,United Kingdom,N
517,Alamo Aviacion,AVD, S.L.,ALAMO,N
518,Aviair Aviation Ltd.,AVF,CARIBOO,Canada,N
519,Air Falcon,AVG,DJIBOUTI FALCON,Djibouti,N
520,AV8 Helicopters,AVH,KENT HELI,United Kingdom,N
521,Avia Traffic Company,AVJ,ATOMIC,Kyrgyzstan,N
522,AV8 Helicopters,AVK,AVIATE-COPTER,South Africa,N
523,Aviacion Ejecutiva Mexicana,AVM, S.A.,AVEMEX,N
524,Air Vanuatu,AVN,AIR VAN,Vanuatu,Y
525,Aviation at Work,AVO,AVIATION WORK,South Africa,N
526,Avcorp Registrations,AVP,AVCORP,United Kingdom,N
527,Alfa Aerospace,LFP,ALFA-SPACE,Australia,N
528,Atlantic Airfreight Aviation,LFR,LANFREIGHT,Sao Tome and Principe,N
529,Aerolift Company,LFT,LIFTCO,Sierra Leone,N
530,Aviation Services,AVQ, Inc.,AQUILINE,N
531,Active Aero Charter,AVR, Inc.,ACTIVE AERO,N
532,Avialsa T-35,AVS,AVIALSA,Spain,N
533,Asia Avia Airlines,AVT,ASIAVIA,Indonesia,N
534,Avia Sud A,AVU,AVIASUD,France,N
535,Airvantage Incorporated,AVV,AIRVANTAGE,United States,N
536,Aviator Airways,AVW,AVIATOR,Greece,N
537,Aviapaslauga,AVX,PASLAUGA,Lithuania,N
538,ASL,XXX,,Belgium,N
539,Air Yugoslavia,YRG,YUGAIR,Serbia,N
540,Airlink Zambia,ZAK,,Zambia,N
541,Agence Nationale des Aerodromes et de la Meteorologie,ZZM,,Ivory Coast,N
542,Airbus Transport International,BGA,BELOUGA,France,N
543,Air Bangladesh,BGD,AIR BANGLA,Bangladesh,Y
544,Aviodetachment-28,BGF,BULGARIAN,Bulgaria,N
545,Aero BG,BGG,AERO BG,Mexico,N
546,Aerotaxis De La Bahia,BHC,BAHIA,Mexico,N
547,Air Mediterranee,BIE,MEDITERRANEE,France,Y
548,Aviaservice,BIV,AVIASERVICE,Georgia,N
549,Aerolineas De El Salvador,SZA,AESA,El Salvador,N
550,Swaziland Airlink,SZL,SWAZILINK,Swaziland,N
551,Air Moorea,TAH,AIR MOOREA,France,Y
552,Aerovaradero,AVY, S.A.,AEROVARADERO,N
553,Air Valencia,AVZ,AIR VALENCIA,Spain,N
554,Airways International,AWB, Inc.,AIRNAT,N
555,Airwork,AWK,AIRWORK,New Zealand,N
556,Australian Wetleasing,AWL,AUSSIEWORLD,Australia,N
557,Air Niamey,AWN,AIR NIAMEY,Niger,N
558,Awood Air Ltd.,AWO,AWOOD AIR,Canada,N
559,Arctic Wings And Rotors Ltd.,AWR,ARCTIC WINGS,Canada,N
560,Auo Airclub AIST-M,ISM,STORK,Russia,N
561,Arab Wings,AWS,ARAB WINGS,Jordan,N
562,Air West,AWT,AIR WEST,Canada,N
563,Aeroline GmbH,AWU,SYLT-AIR,Germany,Y
564,Airwave Transport,AWV, Inc.,AIRWAVE,N
565,Air Wales,AWW,RED DRAGON,United Kingdom,Y
566,Aeroway,AWY, S.L.,AEROWEE,N
567,Air Caraïbes,FWI,FRENCH WEST,France,Y
568,AirWest,AWZ, ,Sudan,N
569,Air India Express,AXB,EXPRESS INDIA,India,Y
570,Air Express,AXD,AIR SUDEX,Sudan,N
571,Asian Express Airlines,AXF,FREIGHTEXPRESS,Australia,N
572,Aeromexhaga,AXH,AEROMEXHAGA,Mexico,N
573,Aeron International Airlines,AXI, Inc.,AIR FREIGHTER,N
574,African Express Airways,AXK,EXPRESS JET,Kenya,N
575,Air Exel,AXL,EXEL COMMUTER,Netherlands,Y
576,AirAsia,AXM,ASIAN EXPRESS,Malaysia,Y
577,Alexandair,AXN,ALEXANDROS,Greece,N
578,Aeromax,AXP,AEROMAX SPAIN,Spain,N
579,Action Airlines (Action Air Charter),AXQ,ACTION AIR,United States,N
580,Alberni Airways,BNI,ALBERNI,Canada,N
581,Aerolineas Bonanza,BNZ,AERO BONANZA,Mexico,N
582,Aerobona,BOC,AEROBONA,Mexico,N
583,Aboitiz Air,BOI,ABAIR,Philippines,N
584,Axel Rent,AXR, S.A.,RENTAXEL,N
585,Altus Airlines,AXS,ALTUS,United States,N
586,Aviaxess,AXV,AXAVIA,France,N
587,Avioimpex A.D.p.o.,AXX,IMPEX,Macedonia,N
588,Axis Airways,AXY,AXIS,France,N
589,Aladia Airlines,AYD,AIRLINES ALADIA,Mexico,N
590,Aykavia Aircompany,AYK,,Armenia,N
591,Airman,AYM, S.L.,AIRMAN,N
592,Atlantic Airlines,AYN, S.A.,ATLANTIC NICARAGUA,N
593,Awsaj Aviation Services,AYS,,Libya,N
594,Ayeet Aviation & Tourism,AYT,AYEET,Israel,N
595,Atlant-Soyuz Airlines,AYZ,ATLANT-SOYUZ,Russia,Y
596,Alitalia,AZA,ALITALIA,Italy,Y
597,Azamat,AZB,TUMARA,Kazakhstan,N
598,Arcus-Air Logistic,AZE,ARCUS AIR,Germany,N
599,Air Zermatt AG,AZF,AIR ZERMATT,Switzerland,N
600,Azalhelikopter,AZK,AZALHELICOPTER,Azerbaijan,N
601,Africa One,AZL,SKY AFRICA,Zambia,N
602,Aerocozumel,AZM,AEROCOZUMEL,Mexico,N
603,Amaszonas,AZN,,Bolivia,Y
604,Arizona Pacific Airways,AZP,ARIZONA PACIFIC,United States,N
605,Aviacon Zitotrans Air Company,AZS,ZITOTRANS,Russia,N
606,Azimut,AZT, S.A.,AZIMUT,N
607,Azov Avia Airlines,AZV,AZOV AVIA,Ukraine,N
608,Air Zimbabwe,AZW,AIR ZIMBABWE,Zimbabwe,Y
609,Aero Jomacha,MHC,AERO JOMACHA,Mexico,N
610,Air Memphis,MHS,AIR MEMPHIS,Egypt,N
611,Air Memphis,MHU,MEPHIS UGANDA,Uganda,N
612,Air Marrakech Service,MKH,AIR MARRAKECH,Morocco,N
613,Air Max Africa,AZX,AZIMA,Gabon,N
614,Arizona Airways,AZY, Inc.,ARIZAIR,N
615,Azza Transport,AZZ,AZZA TRANSPORT,Sudan,N
616,Air Continental Inc,NAR,NIGHT AIR,United States,N
617,Antanik-Air,NAU,ANTANIK,Ukraine,N
618,Air Newark,NER,NEWAIR,United States,N
619,Aircraft Support and Services,NFF,,Lebanon,N
620,Aerobanana,OBA,AEROBANANA,Mexico,N
621,Amako Airlines,OBK,AMAKO AIR,Nigeria,N
622,Aserca Airlines,OCA,AROSCA,Venezuela,Y
623,Afrique CArgo Service Senegal,NFS,,Senegal,N
624,Angoservice,NGC,ANGOSERVICE,Angola,N
625,Angel Airlines,NGE,ANGEL AIR,Thailand,N
626,Angel Flight America,NGF,ANGEL FLIGHT,United States,N
627,Air Atonabee,OUL,CITY EXPRESS,Canada,N
628,Aero Nova,OVA,AERONOVA,Spain,N
629,Amira Air,XPE,EXPERT,Austria,N
630,Aero Express Intercontinental,XSS,INTER EXPRESS,Mexico,N
631,Advance Aviation Services,XTJ,,United States,N
632,Air Libya Tibesti,TLR,AIR LIBYA,Libya,N
633,Aerovic,OVC,,Ecuador,N
634,Airventure,RVE,AIRVENTURE,Belgium,N
635,Aero Servicios,RVI,AERO SERVICIOS,Mexico,N
636,Airvallee,RVL,AIR VALLEE,Italy,N
637,Aeromover,OVE,AEROMOVER,Mexico,N
638,Aerovias Ejecutivas,OVI,VIAS EJECUTIVAS,Mexico,N
639,Aero Servicio Pity,PTD,PITY,Mexico,N
640,Aero Copter,PTE,,Mexico,N
641,Rossiya-Russian Airlines,SDM,PULKOVO,Russia,Y
642,Air Pal,PLL,AIRPAL,Spain,N
643,Air Pullmantur,PLM,PULLMANTUR,Spain,N
644,Aviaexpress,AEH,Avex,Hungary,N
645,Aviones Para Servirle,PSG,SERVIAVIONES,Mexico,N
646,Avio Sluzba,SLU,AVIO SLUZBA,Serbia,N
647,Air Scorpio,SCU,SCORPIO UNIVERS,Bulgaria,N
648,Air Spirit,SIP,AIR SPIRIT,United States,N
649,Alatau Airlines,BMV,OLIGA,Kazakhstan,N
650,Aviateca,GUG,AVIATECA,Guatemala,N
651,Aroostook Aviation,PXX,PINE STATE,United States,N
652,Aeropycsa,PYC,AEROPYCSA,Mexico,N
653,Association of Private Pilots of Kazakhstan,PVK,BORIS,Kazakhstan,N
654,The Amiri Flight,BAH,BAHRAIN,Bahrain,N
655,Aero Services,BAS,AEROSERV,Barbados,N
656,Ababeel Aviation,BBE,BABEL AIR,Sudan,N
657,Air Bashkortostan,BBT,AGYDAL,Russia,N
658,Ambulance Air Africa,MCY,MERCY,South Africa,N
659,American Eagle Airlines,EGF,EAGLE FLIGHT,United States,Y
660,Aeropuelche,PUE,PUELCHE,Chile,N
661,Aeroput,PUT,,Serbia,N
662,Azzurra Air,AZI,AZZURRA,Italy,N
663,Airshop,,,Netherlands,N
664,African Transport Trading and Investment Company,,,Sudan,N
665,AD Aviation,VUE,FLIGHTVUE,United Kingdom,Y
666,Aero Costa Taxi Aereo,XCT,AEROCOSTAXI,Mexico,N
667,Aerovitro,VRO,AEROVITRO,Mexico,N
668,Aerotaxi Villa Rica,VRI,VILLARICA,Mexico,N
669,Aerovega,VEG,AEROVEGA,Mexico,N
670,Aerovilla,VVG,AEROVILLA,Colombia,N
671,Aerolineas Villaverde,VLR,VILLAVERDE,Mexico,N
672,Aero Air,WIL,WILLIAMETTE,United States,N
673,Aero Ejecutivos,VEJ,VENEJECUTIV,Venezuela,N
674,Aero Industries Inc,WAB,WABASH,United States,N
675,Aero Servicios Vanguardia,VNG,VANGUARDIA,Mexico,N
676,Aero Taxi Los Valles,VAD,VALLES,Spain,N
677,Aero Vilamoura,VMR,AERO VILAMOURA,Portugal,N
678,Aero Virel,VLS,VIREL,Mexico,N
679,Aeronautical Radio Inc,XAA,,United States,N
680,Aerovuelox,VUO,AEROVUELOX,Mexico,N
681,Aeronaves TSM,VTM,AERONAVES TSM,Mexico,N
682,Air Ivoire,VUN,AIRIVOIRE,Ivory Coast,Y
683,Air Botswana,BOT,BOTSWANA,Botswana,Y
684,Air-Rep,XPR,,United States,N
685,Air Excel,XLL,TINGA-TINGA,Tanzania,N
686,Air Evans,VAE,AIR-EVANS,Spain,N
687,Air Sorel,WHY,AIR SOREL,Canada,N
688,Air Net Private Charter,WDR,WIND RIDER,United States,N
689,Air Executive Charter,XEC,,Germany,N
690,Air Foyle,UPA,FOYLE,United Kingdom,Y
691,Air Midwest,VTY,VICTORY,Nigeria,N
692,Air Tahiti,VTA,AIR TAHITI,French Polynesia,Y
693,Air Urga,URG,URGA,Ukraine,N
694,Air Vardar,VDR,VARDAR,Macedonia,N
695,Air VIA,VIM,,Bulgaria,Y
696,Air Walser,WLR,AIRWALSER,Italy,N
697,Aircompany Rosavia,URA,ROSAVIA,Ukraine,N
698,Aircraft Performance Group,XLB,,United States,N
699,Airwaves Airlink,WLA,AIRLIMITED,Zambia,N
700,Airways Corporation of New Zealand,XFX,AIRCORP,New Zealand,N
701,Airways,WAY,GARONNE,France,N
702,Airwings oy,WGS,AIRWINGS,Finland,N
703,Airkenya,XAK,SUNEXPRESS,Kenya,N
704,Air-Lift Associates,WPK,WOLFPACK,United States,N
705,Airtrans Ltd,VAB,,Russia,N
706,ARP 410 Airlines,URP,AIR-ARP,Ukraine,N
707,Auckland Regional Rescue Helicopter Trust,WPR,WESTPAC RESCUE,New Zealand,N
708,Aurora Airlines,URR,AIR AURORA,Slovenia,N
709,Austro Aereo,UST,AUSTRO AEREO,Ecuador,N
710,Aviation Partners,WLT,WINGLET,United States,N
711,Avialift Vladivostok,VLV,VLADLIFT,Russia,N
712,Aviacion Comercial de America,VME,AVIAMERICA,Mexico,N
713,Aviast Air,VVA,IALSI,Russia,N
714,Aviation North,WLV,WOLVERINE,United States,N
715,Africa West,WTA,WEST TOGO,Togo,Y
716,Avient Air Zambia,VNT,AVIENT,Zambia,N
717,Aviazur,VZR,IAZUR,France,N
718,Aviaprad,VID,AVIAPRAD,Russia,N
719,Avirex,VXG,AVIREX-GABON,Gabon,N
720,Aviaexpress Aircompany,VXX,EXPRESSAVIA,Ukraine,N
721,AMR Services Corporation,XAM,ALLIANCE,United States,N
722,Airline Operations Services,XAO,,United States,N
723,Airlines 400,VAZ,REMONT AIR,Russia,N
724,ATRAN Cargo Airlines,VAS,ATRAN,Russian Federation,Y
725,Ameravia,VAM,AMERAVIA,Uruguay,N
726,Angkor Air,VAV,AIR ANGKOR,Cambodia,N
727,AVB-2004 Ltd,VBC,AIR VICTOR,Bulgaria,N
728,ASECNA,XKX,,France,N
729,AT and T Aviation Division,XAT,,United States,N
730,Avalair,VAI,AIR AVALAIR,Serbia,N
731,Averitt Air Charter,VRT,AVERITT,United States,N
732,Avensa,AVE,Avensa,Venezuela,N
733,Avolar Aerolineas,VLI,AEROVOLAR,Mexico,N
734,Avstar Aviation,VSA,STARBIRD,South Africa,N
735,AVESCA,VSC,AVESCA,Colombia,N
736,Aviaprom Enterprises,XAV,AVIAPROM,Russia,N
737,Avia Trans Air Transport,VTT,VIATRANSPORT,Sudan,N
738,Aviostart AS,VSR,AVIOSTART,Bulgaria,N
739,Aviacao Transportes Aereos e Cargas,VTG,ATACARGO,Angola,N
740,Assistance Aeroportuaire de L'Aeroport de Paris,XJA,,France,N
741,American Flight Service Systems,XFS,,United States,N
742,AASANA,XXV,,Bolivia,N
743,Australian air Express,XME,AUS-CARGO,Australia,N
744,AMS Group,XMG,,Russia,N
745,Air Caraibes Atlantique,CAJ,CAR LINE,France,N
746,Air China Cargo,CAO,AIRCHINA FREIGHT,China,N
747,Aerovias Caribe,CBE,AEROCARIBE,Mexico,N
748,Aerotaxi del Cabo,CBO,TAXI CABO,Mexico,N
749,Air Columbus,CBS,AIR COLUMBUS,Ukraine,N
750,Aero Cabo,CBV,CABOAEREO,Mexico,N
751,Air China,CCA,AIR CHINA,China,Y
752,Aerocardal,CDA,CARDAL,Chile,N
753,Aero Condor Peru,CDP,CONDOR-PERU,Peru,Y
754,Aerotrans,CDU,,Russia,N
755,Airline Skol,CDV,SKOL,Russia,N
756,Aerofan,CFF,AEROFAN,Spain,N
757,ACEF,CFM,ACEF,Portugal,N
758,Africa One,CFR,,Democratic Republic of the Congo,N
759,Aero Calafia,CFV,CALAFIA,Mexico,N
760,Air Cargo Belize,CGB,CARGO BELIZE,Belize,N
761,Aero Clube Do Algarve,CGV,CLUBE ALGARVE,Portugal,N
762,Air Great Wall,CGW,CHANGCHENG,China,N
763,Aircompany Chaika,CHJ,AIR CHAIKA,Ukraine,N
764,Air Charter Services,CHR,ZAIRE CHARTER,Democratic Republic of the Congo,N
765,Air Charter Professionals,CHV,CHARTAIR,United States,N
766,Asia Continental Airlines,CID,ACID,Kazakhstan,N
767,Arctic Circle Air Service,CIR,AIR ARCTIC,United States,N
768,Aviation Charter Services,CKL,CIRCLE CITY,United States,N
769,Aerovias Castillo,CLL,AEROCASTILLO,Mexico,N
770,Aero Club De Portugal,CLP,CLUB PORTUGAL,Portugal,N
771,Air Care Alliance,CMF,COMPASSION,United States,N
772,Aero Continente Dominicana,CND,CONDOMINICANA,Dominican Republic,N
773,Air Toronto,CNE,CONNECTOR,Canada,N
774,Aquila Air,CNH,CHENANGO,United States,N
775,Air Consul,CNU,AIR CONSUL,Spain,N
776,Allcanada Express,CNX,CANEX,Canada,N
777,ATS Private Company,CPF,TECHSERVICE,Ukraine,N
778,Air Corridor,CRD,AIR CORRIDOR,Mozambique,N
779,Air Central,CRF,AIR CENTRAL,Japan,N
780,Air Cruzal,CRJ,AIR CRUZAL,Angola,N
781,Aerotransportes Corporativos,CRP,AEROTRANSCORP,Mexico,N
782,Air Creebec,CRQ,CREE,Canada,N
783,Aero Charter and Transport,CTA,CHAR-TRAN,United States,N
784,Air Tenglong,CTE,TENGLONG,China,N
785,Aerlineas Centauro,CTR,CENTAURO,Mexico,N
786,Aerocuahonte,CUO,CUAHONTE,Mexico,N
787,Air Chathams,CVA,CHATHAM,New Zealand,Y
788,Air Marshall Islands,CWM,AIR MARSHALLS,Marshall Islands,Y
789,Australian Customs Service,CWP,COASTWATCH,Australia,N
790,Air One Cityliner,CYL,CITYLINER,Italy,N
791,Air Transport,CYO,COYOTE,United States,N
792,Access Air,CYD,CYCLONE,United States,Y
793,Aerocheyenne,CYE,AEROCHEYENNE,Mexico,N
794,Air Algerie,DAH,AIR ALGERIE,Algeria,Y
795,Aerovias DAP,DAP,DAP,Chile,N
796,Air Alpha,DBA,DOUBLE-A,United States,N
797,Air Niagara Express,DBD,AIR NIAGARA,Canada,N
798,Aviation Defense Service,DEF,TIRPA,France,N
799,Air Service Groningen,DEG,DEGGER,Netherlands,N
800,Adam Air,DHI,ADAM SKY,Indonesia,Y
801,Astar Air Cargo,DHL,DAHL,United States,N
802,Archer Aviation,DHM,ARCHER,United Kingdom,N
803,Aeromedica,DIC,AEROMEDICA,Mexico,N
804,Aerodin,DIN,AERODIN,Mexico,N
805,Antinea Airlines,DJA,ANTINEA,Algeria,N
806,Air Djibouti,DJU,AIR DJIB,Djibouti,N
807,Air Dolomiti,DLA,DOLOMOTI,Italy,Y
808,Aero Modelo,DLS,AEROMODELO,Mexico,N
809,Aerolineas Del Sur,DLU,DEL SUR,Chile,N
810,Aerodinamica de Monterrey,DMC,DINAMICAMONT,Mexico,N
811,Aeroservicios Dinamicos,DMI,AERODINAMICO,Mexico,N
812,Aerotaxis Dosmil,DML,,Mexico,N
813,Aerodespachos De El Salvador,DNA,AERODESPACHOS,El Salvador,N
814,Aeroynamics Malaga,DNC,FLYINGOLIVE,Spain,N
815,Aerodynamics Incorporated,DNJ,DYNAJET,United States,N
816,Aeroflot-Don,DNV,DONAVIA,Russia,Y
817,Air Madrid,DRD,ALADA AIR,Spain,Y
818,Airways Flight Training,DRM,DARTMOOR,United Kingdom,N
819,Aeronaves Del Noreste,DRO,AERONORESTE,Mexico,N
820,Addis Air Cargo Services,DSC,ADDIS CARGO,Ethiopia,N
821,Aero Algarve,DSK,SKYBANNER,Portugal,N
822,Aex Air,DST,DESERT,United States,N
823,Aero Davinci International,DVI,AERO DAVINCI,Mexico,N
824,Aero Dynamics,DYN,AERO DYNAMIC,United States,N
825,Aeroservicios Ecuatorianos,EAE,AECA,Ecuador,N
826,Aero-Pyrenees,EAP,AERO-PYRENEES,France,N
827,Air Transport,EAT,TRANS EUROPE,Slovakia,N
828,Aero Airlines,EAY,REVAL,Estonia,N
829,Aero Ejecutivo De Baja California,EBC,CALIXJET,Mexico,N
830,Air City,ECE,AIRCITY,Germany,N
831,Aero Ejecutivos RCG,ECG,EJECTUIVOS RCG,Mexico,N
832,Aeronautica Castellana,ECL,AERO CASTELLANA,Spain,N
833,Aerolineas Comerciales,ECM,AERO COMERCIALES,Mexico,N
834,Aerolineas Nacionales Del Ecuador,EDA,ANDES,Ecuador,N
835,Air Este,EET,AESTE,Spain,N
836,Air Mana,EFC,FLIGHT TAXI,France,N
837,Aer Lingus,EIN,SHAMROCK,Ireland,Y
838,Aeroservicios Ejecutivos Corporativos,EJP,EJECCORPORATIVOS,Mexico,N
839,Alpi Eagles,ELG,ALPI EAGLES,Italy,N
840,Arrendoora y Transportadora Aerea,END,ARRENDADORA,Mexico,N
841,Eliossola,EOS,ELIOSSOLA,Italy,N
842,Shenzhen Donghai Airlines,EPA,DONGHAI AIR,China,N
843,Aeronaves Del Noroeste,ENW,AERONOR,Spain,N
844,Airailes,EOL,EOLE,France,N
845,Aero Ermes,EOM,AERO ERMES,Mexico,N
846,Aero Transportes Empresariales,EPL,EMPRESARIALES,Mexico,N
847,Epps Air Service,EPS,EPPS AIR,United States,N
848,Aero Empresarial,EPE,AEROEMPRESARIAL,Mexico,N
849,Air S,EQL,EQUATORIAL,Air S,N
850,Avianergo,ERG,AVIANERGO,Russia,N
851,Aero Servicios Regiomontanos,ERI,ASERGIO,Mexico,N
852,Aerosec,ERK,AEROSEC,Chile,N
853,Aeromaan,ERM,EOMAAN,Mexico,N
854,Aerosaba,ESB,AEROSABA,Mexico,N
855,Avitat,ESO,,United Kingdom,N
856,Aerolineas Ejecutivas Del Sureste,ESU,ALESUR,Mexico,N
857,Aeronautica Le Esperanza,ESZ,ESPERANZA,Mexico,N
858,ATTICO,ETC,TRANATTICO,Sudan,N
859,Aero Siete,ETE,AEROSIETE,Mexico,N
860,Air Atlanta Europe,EUK,SNOWBIRD,United Kingdom,N
861,Air Evex,EVE,SUNBEAM,Germany,N
862,Aeronautical Academy of Europe,EVR,DIANA,Portugal,N
863,Air Exchange,EXG,EXCHANGE,United States,N
864,Atlantic Helicopters,FAC,FAROECOPTER,Denmark,N
865,Argentine Air Force,FAG,FUAER,Argentina,N
866,Air Fiji,FAJ,FIJIAIR,Fiji,N
867,AF-Air International,FAN,FANBIRD,Angola,N
868,Aviation Data Systems,FBW,,United States,N
869,Air Carriers,FCI,FAST CHECK,United States,N
870,Aerofrisco,FCO,AEROFRISCO,Mexico,N
871,Alfa 4,FCU,,Mexico,N
872,African Airlines,FDA,AIR SANKORE,Mali,N
873,African Medical and Research Foundation,FDS,FLYDOC,Kenya,N
874,Aero Freight,FGT,FREIAERO,Mexico,N
875,Aerosafin,FIC,AEROSAFIN,Mexico,N
876,Air Finland,FIF,AIR FINLAND,Finland,Y
877,Aerodata Flight Inspection,FII,FLIGHT CHECKER,Germany,N
878,Airfix Aviation,FIX,AIRFIX,Finland,Y
879,Air Pacific,FJI,PACIFIC,Fiji,Y
880,Air Falcon,FLD,,Pakistan,N
881,Atlantic Airways,FLI,FAROELINE,Faroe Islands,Y
882,Air Florida,FLZ,AIR FLORIDA,United States,Y
883,Air Fret De Mauritanie,FMT,,Mauritania,N
884,Avio Nord,FNM,,Italy,N
885,Aeroflota Del Noroeste,FNO,RIAZOR,Spain,N
886,Aero Fenix,FNX,AERO FENIX,France,N
887,Ford Motor Company,FRD,FORD,United States,N
888,African Company Airlines,FPY,AFRICOMPANY,Democratic Republic of the Congo,N
889,Afrijet Airlines,FRJ,AFRIJET,Nigeria,N
890,Afrika Aviation Handlers,FRK,AFRIFAST,Kenya,N
891,Afrique Chart'air,FRQ,CHARTER AFRIQUE,Cameroon,N
892,Aerofreight Airlines,FRT,,Russia,N
893,Aereos Limited,FST,FAST TRACK,United Kingdom,N
894,Air Affaires Tchad,FTC,AFFAIRES TCHAD,Chad,N
895,ABC Bedarsflug,FTY,FLY TYROL,Austria,N
896,Air Iceland,FXI,FAXI,Iceland,Y
897,Air Philippines,GAP,ORIENT PACIFIC,Philippines,Y
898,Aerogaucho,GAU,AEROGAUCHO,Uruguay,N
899,Aero Business Charter,GBJ,GLOBAL JET,Germany,N
900,Atlantic Airlines,GBN,ATLANTIC GABON,Gabon,N
901,Aeronor,GCF,AEROCARTO,Spain,N
902,Aerogem Cargo,GCK,AEROGEM,Ghana,N
903,Aerovias del Golfo,GFO,AEROVIAS GOLFO,Mexico,N
904,Aeronautica,GGL,GIRA GLOBO,Angola,N
905,Air Georgian,GGN,GEORGIAN,Canada,N
906,Aviance,GHL,HANDLING,United Kingdom,N
907,Air Ghana,GHN,AIR GHANA,Ghana,N
908,African International Transport,GIL,AFRICAN TRANSPORT,Guinea,N
909,Air Guinee Express,GIP,FUTURE EXPRESS,Guinea,Y
910,Africa Airlines,GIZ,AFRILENS,Guinea,N
911,Air Gemini,GLL,TWINS,Angola,N
912,Aero Charter,GLT,GASLIGHT,United States,N
913,Aguilas Mayas Internacional,GME,MAYAN EAGLES,Guatemala,N
914,Aerotaxis Guamuchil,GMM,AEROGUAMUCHIL,Mexico,N
915,Aeroservicios Gama,GMS,SERVICIOS GAMA,Mexico,N
916,Amber Air,GNT,GINTA,Lithuania,N
917,Alberta Government,GOA,ALBERTA,Canada,N
918,Air Scotland,GRE,GREECE AIRWAYS,Greece,N
919,Air Georgia,GRG,AIR GEORGIA,Georgia,N
920,Air Cargo Center,GRI,,Sao Tome and Principe,N
921,Air Greenland,GRL,GREENLAND,Denmark,Y
922,Allegro,GRO,ALLEGRO,Mexico,N
923,Agroar - Trabalhos Aereos,GRR,AGROAR,Portugal,N
924,Aircompany Grodno,GRX,GRODNO,Belarus,N
925,Airlift Alaska,GSP,GREEN SPEED,United States,N
926,Agrocentr-Avia,GSV,AGRAV,Kazakhstan,N
927,Altin Havayolu Tasimaciligi Turizm Ve Ticaret,GTC,GOLDEN WINGS,Turkey,N
928,Atlas Air,GTI,GIANT,United States,Y
929,Aerotaxi Grupo Tampico,GTP,GRUPOTAMPICO,Mexico,N
930,Aerotaxis de Aguascalientes,GUA,AGUASCALIENTES,Mexico,N
